Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Request_Moduler,Chrome 67.0.3396.99,,2018-07-03 12:21:18,2018-07-03 12:27:39,6m - 20.991s,FAILED
,,,,,,
Test Cases/Studio Smoke Test Cases/Common Functions,Chrome 67.0.3396.99,,2018-07-03 12:21:20,2018-07-03 12:21:26,6.179s,PASSED
Statement - digi = generateRandomInt(9999999),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.004s,PASSED
Statement - random = new java.util.Random(),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.012s,PASSED
Statement - return random.nextInt(upperRange),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.012s,PASSED
Statement - acc = generateRandomInt(999999999),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.005s,PASSED
Statement - random = new java.util.Random(),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.003s,PASSED
Statement - return random.nextInt(upperRange),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.002s,PASSED
Statement - accNo = java.lang.String.valueOf(acc),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.010s,PASSED
Statement - println(accNo),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.015s,PASSED
"Statement - form_id = ""F"" + digi",Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.005s,PASSED
Statement - println(form_id),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.005s,PASSED
"Statement - view_id = ""AV"" + digi",Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.005s,PASSED
Statement - println(view_id),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.003s,PASSED
"Statement - app_id = ""AA"" + digi",Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.008s,PASSED
Statement - println(app_id),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.005s,PASSED
"Statement - subWS_id = ""ASUB"" + digi",Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.005s,PASSED
Statement - println(subWS_id),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.002s,PASSED
"Statement - WS_id = ""AWS"" + digi",Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.007s,PASSED
Statement - println(WS_id),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.005s,PASSED
"Statement - req_id = ""AR"" + digi",Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.002s,PASSED
Statement - println(req_id),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.005s,PASSED
"Statement - filePath = ""D:\Sheepa\Katalon\Studio Smoke Test\Studio Smoke Test\Data Files\Data Input.xls""",Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.005s,PASSED
Statement - file = new java.io.File(filePath),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.016s,PASSED
Statement - fis = new java.io.FileInputStream(file),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.023s,PASSED
Statement - fileOut = new java.io.FileOutputStream(filePath),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.020s,PASSED
Statement - workbook = new org.apache.poi.hssf.usermodel.HSSFWorkbook(),Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:22,0.341s,PASSED
"Statement - st = workbook.createSheet(""POI Worksheet"")",Chrome 67.0.3396.99,,2018-07-03 12:21:22,2018-07-03 12:21:23,1.046s,PASSED
Statement - row = st.createRow(0),Chrome 67.0.3396.99,,2018-07-03 12:21:23,2018-07-03 12:21:23,0.063s,PASSED
Statement - cell0 = row.createCell(0),Chrome 67.0.3396.99,,2018-07-03 12:21:23,2018-07-03 12:21:23,0.034s,PASSED
"Statement - cell0.setCellValue(""FormID"")",Chrome 67.0.3396.99,,2018-07-03 12:21:23,2018-07-03 12:21:23,0.040s,PASSED
Statement - cell1 = row.createCell(1),Chrome 67.0.3396.99,,2018-07-03 12:21:23,2018-07-03 12:21:23,0.002s,PASSED
"Statement - cell1.setCellValue(""ViewID"")",Chrome 67.0.3396.99,,2018-07-03 12:21:23,2018-07-03 12:21:23,0.002s,PASSED
Statement - cell2 = row.createCell(2),Chrome 67.0.3396.99,,2018-07-03 12:21:23,2018-07-03 12:21:23,0.002s,PASSED
"Statement - cell2.setCellValue(""AppID"")",Chrome 67.0.3396.99,,2018-07-03 12:21:23,2018-07-03 12:21:23,0.007s,PASSED
Statement - cell3 = row.createCell(3),Chrome 67.0.3396.99,,2018-07-03 12:21:23,2018-07-03 12:21:23,0.005s,PASSED
"Statement - cell3.setCellValue(""SubWSID"")",Chrome 67.0.3396.99,,2018-07-03 12:21:23,2018-07-03 12:21:23,0.003s,PASSED
Statement - cell4 = row.createCell(4),Chrome 67.0.3396.99,,2018-07-03 12:21:23,2018-07-03 12:21:23,0.008s,PASSED
