Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Grid_Suite,Chrome 67.0.3396.99,,2018-07-04 16:29:23,2018-07-04 16:41:11,11m - 47.697s,FAILED
,,,,,,
Test Cases/Smoke Test/Delete Grid Views,Chrome 67.0.3396.99,,2018-07-04 16:29:23,2018-07-04 16:33:05,3m - 41.500s,FAILED
openBrowser,Chrome 67.0.3396.99,,2018-07-04 16:29:24,2018-07-04 16:29:31,6.753s,PASSED
maximizeWindow,Chrome 67.0.3396.99,,2018-07-04 16:29:31,2018-07-04 16:29:32,1.194s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-04 16:29:32,2018-07-04 16:29:53,21.522s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-04 16:29:53,2018-07-04 16:29:54,0.331s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-04 16:29:54,2018-07-04 16:29:54,0.167s,PASSED
click,Chrome 67.0.3396.99,,2018-07-04 16:29:54,2018-07-04 16:29:56,1.978s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-04 16:29:56,2018-07-04 16:29:56,0.229s,PASSED
click,Chrome 67.0.3396.99,,2018-07-04 16:29:56,2018-07-04 16:29:57,0.814s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-04 16:29:57,2018-07-04 16:29:57,0.030s,PASSED
Statement - returnVal_View = delete(5),Chrome 67.0.3396.99,,2018-07-04 16:29:57,2018-07-04 16:29:57,0.001s,PASSED
"Statement - path = ""D:\Sheepa\Katalon\Studio Smoke Test\Studio Smoke Test\Data Files\Grid_view_id.xls""",Chrome 67.0.3396.99,,2018-07-04 16:29:57,2018-07-04 16:29:57,0.002s,PASSED
Statement - fis = new java.io.FileInputStream(path),Chrome 67.0.3396.99,,2018-07-04 16:29:57,2018-07-04 16:29:57,0.014s,PASSED
Statement - hssfWorkbook = new org.apache.poi.hssf.usermodel.HSSFWorkbook(fis),Chrome 67.0.3396.99,,2018-07-04 16:29:57,2018-07-04 16:29:57,0.405s,PASSED
Statement - sc = hssfWorkbook.getNumberOfSheets(),Chrome 67.0.3396.99,,2018-07-04 16:29:57,2018-07-04 16:29:57,0.005s,PASSED
Statement - println(sc),Chrome 67.0.3396.99,,2018-07-04 16:29:57,2018-07-04 16:29:57,0.006s,PASSED
Statement - hssfSheet = hssfWorkbook.getSheetAt(0),Chrome 67.0.3396.99,,2018-07-04 16:29:57,2018-07-04 16:29:57,0.002s,PASSED
Statement - hssfRow = hssfSheet.getRow(1),Chrome 67.0.3396.99,,2018-07-04 16:29:57,2018-07-04 16:29:57,0.021s,PASSED
"Statement - For ([i = 0, i <= j, (i++)])",Chrome 67.0.3396.99,,2018-07-04 16:29:57,2018-07-04 16:32:01,2m - 3.688s,FAILED
Statement - return done,Chrome 67.0.3396.99,,2018-07-04 16:32:01,2018-07-04 16:32:01,0.002s,PASSED
