Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebService_Suite,Chrome 68.0.3440.84,,2018-08-03 17:14:53,2018-08-03 17:21:10,6m - 17.028s,FAILED
,,,,,,
Test Cases/Smoke Test/New WebService Connection,Chrome 68.0.3440.84,New_Create New Connection,2018-08-03 17:14:54,2018-08-03 17:16:48,1m - 54.058s,FAILED
openBrowser,Chrome 68.0.3440.84,,2018-08-03 17:14:54,2018-08-03 17:15:04,9.479s,PASSED
maximizeWindow,Chrome 68.0.3440.84,,2018-08-03 17:15:04,2018-08-03 17:15:05,1.263s,PASSED
navigateToUrl,Chrome 68.0.3440.84,,2018-08-03 17:15:05,2018-08-03 17:15:29,23.594s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 68.0.3440.84,,2018-08-03 17:15:29,2018-08-03 17:15:32,3.014s,PASSED
setText,Chrome 68.0.3440.84,,2018-08-03 17:15:32,2018-08-03 17:15:32,0.464s,PASSED
setText,Chrome 68.0.3440.84,,2018-08-03 17:15:32,2018-08-03 17:15:32,0.240s,PASSED
click,Chrome 68.0.3440.84,,2018-08-03 17:15:32,2018-08-03 17:15:35,2.940s,PASSED
Statement - returnVal_View = delete(),Chrome 68.0.3440.84,,2018-08-03 17:15:35,2018-08-03 17:15:35,0.003s,PASSED
"Statement - selectconn = ""(//span[contains(text(),'"" + com.kms.katalon.core.testdata.TestDataFactory.findTestData(Database).getValue(""Connection_Name"", 3) + ""')])[1]""",Chrome 68.0.3440.84,,2018-08-03 17:15:35,2018-08-03 17:15:36,0.753s,PASSED
Statement - println(selectconn),Chrome 68.0.3440.84,,2018-08-03 17:15:36,2018-08-03 17:15:36,0.009s,PASSED
"Statement - dynamicObject = new com.kms.katalon.core.testobject.TestObject(selectconn).addProperty(""xpath"", EQUALS, selectconn, true)",Chrome 68.0.3440.84,,2018-08-03 17:15:36,2018-08-03 17:15:36,0.021s,PASSED
delay,Chrome 68.0.3440.84,,2018-08-03 17:15:36,2018-08-03 17:15:44,8.041s,PASSED
"Statement - present = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(dynamicObject, 4, CONTINUE_ON_FAILURE)",Chrome 68.0.3440.84,,2018-08-03 17:15:44,2018-08-03 17:15:49,4.842s,FAILED
"Statement - If (java.lang.String.valueOf(present) == ""true"")",Chrome 68.0.3440.84,,2018-08-03 17:15:49,2018-08-03 17:15:49,0.003s,PASSED
Statement - Else,Chrome 68.0.3440.84,,2018-08-03 17:15:49,2018-08-03 17:15:49,0.000s,PASSED
Statement - return done,Chrome 68.0.3440.84,,2018-08-03 17:15:49,2018-08-03 17:15:49,0.000s,PASSED
"Statement - println(""View "" + returnVal_View)",Chrome 68.0.3440.84,,2018-08-03 17:15:49,2018-08-03 17:15:49,0.017s,PASSED
