Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebService_Suite,Chrome 67.0.3396.99,,2018-07-26 17:07:10,2018-07-26 17:13:45,6m - 34.807s,FAILED
,,,,,,
Test Cases/Smoke Test/New WebService Connection,Chrome 67.0.3396.99,New_Create New Connection,2018-07-26 17:07:11,2018-07-26 17:09:04,1m - 53.616s,FAILED
openBrowser,Chrome 67.0.3396.99,,2018-07-26 17:07:11,2018-07-26 17:07:18,6.298s,PASSED
maximizeWindow,Chrome 67.0.3396.99,,2018-07-26 17:07:18,2018-07-26 17:07:19,1.218s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-26 17:07:19,2018-07-26 17:07:40,21.556s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 67.0.3396.99,,2018-07-26 17:07:40,2018-07-26 17:07:44,3.022s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-26 17:07:44,2018-07-26 17:07:44,0.295s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-26 17:07:44,2018-07-26 17:07:44,0.190s,PASSED
click,Chrome 67.0.3396.99,,2018-07-26 17:07:44,2018-07-26 17:07:46,1.797s,PASSED
Statement - returnVal_View = delete(),Chrome 67.0.3396.99,,2018-07-26 17:07:46,2018-07-26 17:07:46,0.003s,PASSED
"Statement - selectconn = ""(//span[contains(text(),'"" + com.kms.katalon.core.testdata.TestDataFactory.findTestData(Database).getValue(""Connection_Name"", 3) + ""')])[1]""",Chrome 67.0.3396.99,,2018-07-26 17:07:46,2018-07-26 17:07:47,0.731s,PASSED
Statement - println(selectconn),Chrome 67.0.3396.99,,2018-07-26 17:07:47,2018-07-26 17:07:47,0.007s,PASSED
"Statement - dynamicObject = new com.kms.katalon.core.testobject.TestObject(selectconn).addProperty(""xpath"", EQUALS, selectconn, true)",Chrome 67.0.3396.99,,2018-07-26 17:07:47,2018-07-26 17:07:47,0.019s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-26 17:07:47,2018-07-26 17:07:55,8.056s,PASSED
"Statement - present = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementNotPresent(dynamicObject, 4, CONTINUE_ON_FAILURE)",Chrome 67.0.3396.99,,2018-07-26 17:07:55,2018-07-26 17:08:00,4.904s,FAILED
"Statement - If (java.lang.String.valueOf(present) == ""false"")",Chrome 67.0.3396.99,,2018-07-26 17:08:00,2018-07-26 17:08:10,10.839s,PASSED
Statement - return done,Chrome 67.0.3396.99,,2018-07-26 17:08:10,2018-07-26 17:08:10,0.000s,PASSED
